fixed_archive_path,uncompressed_bytes,sha256
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.json,1654,eee26e4e60f89f23206e94b6f3187f53dbe0514b3eb9c986affce8b56091f88f
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.result.md,193,982c6509f359c415cf333043a5e588791402e0cb44f06579e6e71d801acebfcb
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.json,1661,709f107bfbeb296d3fc017ca895dda16ec055e56c519f2d3373c64e56d61e11d
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.result.md,193,7e9b3b24ffba254d5c23d294c084c901515a00940bcc1f0c9d2e8787d18d499e
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.json,1658,6b809e9c8eb037cfccfc33280196e9cc952649f1ba5627bae42b90964f2d6d35
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.result.md,181,9e6a30fbd79bb27b48a0c21c9e175ea42f53298213d699eed12814d83dec93c1
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.json,1624,d1f73fe2202683ab96c9ef1a85d5c126f930e2a14e03f7d621de1a83f2a89683
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.result.md,143,3033c4413522998c4fd9d716c4df0841e4f60474d56fd6191e804ae247a8498e
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.json,1672,b294667f22254790c799fc85acf10d862309379cca9b4e745a483fc369372a68
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.result.md,215,4a2a143badf7d6147294e3a25cdfa61c32ead7a4b147ae93102b9e5ef432d81e
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.json,2241,862e1381e8902cac5d93001857a8883c79310268fa4a32f5d8e123b4dd4b21f3
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.result.md,781,574dbf4442d5efee558654b8066284d355efeb079c27fadba9fd9acd2ae7de5b
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.json,1697,02937e8931fc67302d8af7df3fd2bf0e0377da5a97fc6c743036b590d14fb59f
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.result.md,229,94ba7de952f6d00564fe8ee96e1a055524b6a03a5a553c70824a4a47b2e2fa44
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.err.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.json,1371,94047b704a5d34c9eca264bc64bcbcd482e5779e7e22a6de6eccd79e34f0c042
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.result.md,131,17d172628315a3d2060e3f0de6a670a848517c210041f6b5ad0880f08c4acda0
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/MODEL_EFFORT_LOG.md,872,94b1c534d570c45897a019e76804d622e5717538a8aa4c2f3985e82250e8c022
P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/costs.jsonl,1963,0998f973ba3955eff00b2ddf5bbfd12fc65f3d3aa8dd18fecb4dc2883d1422ce
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/00_DELIVERABLE_paper_plan.md,29972,fbde34d1a153d1c866e4db81379e0806a83ec3c9e19d13c7401cb6177c03e7ba
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/00_target_journal_brief.md,8047,42b32b64847aa9e470f6ec3fa037f4c347533aad041951b829e6fdef06ba3054
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/10_titles.md,7053,47f3e1ab534c19e6237bdb0f4ce0a0fd9e567327246b0c9f61e0681443716c61
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/20_outlines.md,27482,6797b1909df3afa0a4d0319e714d640ded0b98a0b21ca9f25ef26df90fda91bb
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/30_litreview_sensor_types.md,39674,ab261bd556bd465c22b71c16c039715757b1df3baebfb3208615dd2db492249b
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/40_litreview_applications.md,22742,a6c50314a1a8e0235646d94138c7f2271fdc813c874bb085fe508f1ee79e7667
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/50_litreview_future_methods.md,23246,1f47cd3a4a24e8906eb1f1c571893524d016eb65cb0849677dbf40331aade682
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/60_standards_and_business.md,25668,65be00dc119c4e18d13a4beaf8c3fb0f1966c29aa922522bd6b86e8b5c063ced
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/70_bibliography_report.md,11792,6731d79fcf567442693140c87493af3efdfd24bf687ba516ade78dd232901c25
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/Magnetic_Sensor_Review_Two_Version_Compilation.docx,70941,5d30d83ce98e96c2c9ea257eadd1bd3cfa3b4bb9e199c8925645453afdd28d1b
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/PATCH_NOTES.md,9931,4e34b8c673fcaade00495f7f83c61c6e8c075747ce1d596ec918e2acb4212ea2
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/reference_registry.csv,43306,dad52cd8dad3431852a31f682681c03b48bb35facaa30c7b93aec0d69411d14f
P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/references.bib,39095,597573d16c46e6b1ebd81743a4c98bbe99e04bd8945d1969ee21bea45f4bd880
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/00_target_journal_brief.md,2401,1746cff480df0428869fe8cd7c6d3aba175bc89f04d9e7400034abf2baed6c13
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/10_titles.md,1789,c0581bff4ee450ede17012ea165e9c5b1d402ccace04d1bccf98eb49eda9fcb9
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/20_outlines.md,2420,2878453804223d3bb8eace5878d6136168f489bf2783a0dc70b4d1a5a3cb7f87
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/30_litreview_sensor_types.md,2482,98d2cf5cc2218cd538bc6aad70b0e1ba01f323624464d442a50997eae7b6b7fd
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/40_litreview_applications.md,2086,3108a14f1b847fd6d2d2e7c9d0b399feec0e9c500ff08804fbda427749f30d31
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/50_litreview_future_methods.md,2300,0e5eea98009d42b8ec44c5235c942867b9726cfcd4000d576e405e7a764612a2
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/60_standards_and_business.md,2678,7b256d6b82b6df240a6ab9e9fbc81359f0a7e8db17529b2903585a03c66e5f9c
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/70_bibliography.md,2320,a6797fe145d0b153b0f60f37f6f77cb239f098f558ff1011bfe2b5b51a3fcb72
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/80_assemble_deliverable.md,2274,476b3179cca8e4ec8605b7976b19cb3e32c4a0a898702a9a6180f512922515b7
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/90_patch_notes.md,1468,78b50db4c3e257a6b72c13e5e57335c906a6a1f1294caa7f3b50cf0e0b73fc21
P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/_shared_system.md,3934,ebfd00352a22daac81e2b55979126b7ba12bf9f044c413fec5cb70cea430f9d3
P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/00.jsonl,2215,0ae3afa79a6fb381403b8ea5b9e183bc5aba1ea93ab536481cdc6a5b31add7ac
P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/00_seed.jsonl,7912,bd0e3860c5c0f87add9ca4f5f8ff8742add24ed73289563fb555c3043aa9739c
P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/30.jsonl,18339,bf3204f00e1c54b78e6cbab1864c59bcfcc072ef50798da406c881317efdf9a2
P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/40.jsonl,13183,1772f1560e1228420fc724de39cd796294c6376e7169df14aab675bcdc10620a
P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/50.jsonl,13224,5bd0c2c7d47a8c2e317ff41d8d0447120dc0d9ca2261c04db49b9ff1cbaa73b3
P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/60.jsonl,7502,4d18268c9f276a1c1aadffc16fb648686a0d8a78aedececd766607ef83d4f506
P/01/04_Magnetic_Sensor_Review_Sensors2026/run.ps1,13922,ba4592c3b3aa86649eac6208ad85e3cfd469bd3f42ef671033d2e065645b7236
P/01/04_Magnetic_Sensor_Review_Sensors2026/seed/seed_references.md,2665,ac7f93442f630ff107c88b6ff9e41d96d82cf414993d49f9c2f36c24b43263e2
P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/audit_two_version_compilation.py,4001,dfeb704a80417aed588e61219487edd4b8542af0d724f301803a0219853d7877
P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/build_html.py,5726,7681775ee0e9773ba3afa44b3bf1818f3b98ac442b77d6ed8dd652b641ba96ec
P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/build_two_version_compilation.py,57581,d79def81ac0d6654665ac4f18061a719ed3d972420f394c080029aeadac96f5d
P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/rasterize_pdf_pages.py,386,6e610b4a9d302352d7d2135ce1990dcc06b018a6b41c333c4fbad35f1aca162a
P/01/05_HSX_ChatGPT_Windows_App/AGENTS.md,5270,52f143d6a259f2f3f0c2537ac4ef694cf1dba7f3a1217d35fcb5d93f75d7b5d9
P/01/05_HSX_ChatGPT_Windows_App/APP_MODEL_POLICY.md,1060,62cba95ec34b31af5dc7846245ffb8e2e14501d063fd36203aed38125ecc8bd0
P/01/05_HSX_ChatGPT_Windows_App/CHECKPOINT_PROTOCOL.md,2598,bb42fba297d9849fecd268c0e66bcbb267eeacf5ed63125680f50f128d416866
P/01/05_HSX_ChatGPT_Windows_App/CHECKSUMS.sha256,766,daf72d2ee62d37b7fe622281e9e9f20ec5bd713849d438679c522b464fc75628
P/01/05_HSX_ChatGPT_Windows_App/DOCUMENTATION_BASIS.md,1535,6f34f3e8049880cdaa4d4b405e54d145de26fd11d41fefb018a808819f895874
P/01/05_HSX_ChatGPT_Windows_App/EXECUTION_PLAN.md,2866,59c397bbcfab3a19207950139bdb6f25412a3b67b6c69583cb0a1c8c4ff8bf22
P/01/05_HSX_ChatGPT_Windows_App/MISSION.md,1563,94ebb5eef3b431432d592b94480a31808fa762aa6b12bd24fb5d93788efedf2b
P/01/05_HSX_ChatGPT_Windows_App/PACKAGE_MANIFEST.md,1387,bfaa312bcdf9b2f0d87d85fd38adf80ca32efe9a6b1462bb32e843a6530a5d23
P/01/05_HSX_ChatGPT_Windows_App/PASTE_THIS_PROMPT.txt,1145,76c4490b03ac7a961cab54bab89dc8aa112a2c8e87f6d8c6f62d22653725faa6
P/01/05_HSX_ChatGPT_Windows_App/README_START.md,2068,7fc9ac7a9b36079840c4245ee16ac156dbeadd67218ed51d296eea4e2400259b
P/01/05_HSX_ChatGPT_Windows_App/REBUILD_VALIDATION.md,1383,09865e7ab63e5815a1d7dc389412bace90ff262d7eabf244d805305d4c936276
P/01/05_HSX_ChatGPT_Windows_App/RESUME_PROMPT.txt,507,e4ea89aae0c8a41f48654c574b186fa0ae1fc8136ba5c2fffbb274bacdca5573
P/01/05_HSX_ChatGPT_Windows_App/inputs/project/CONTEXT_PRIMER.md,2764,d99d9da0e505ab6675be2ac577cc9731755df0d9e8a0236c45d168165fa12ba7
P/01/05_HSX_ChatGPT_Windows_App/inputs/project/HARDWARE_DATA.md,6253,03fa3cec29675168df060a17f77aa356172f2f00e267b1046616f7cd0f7acc15
P/01/05_HSX_ChatGPT_Windows_App/inputs/project/QUESTIONS.md,6605,07e9396289e307eb5b1e432e3b874cb675e1dbe7ad121aeecae14fd2d5b24de3
P/01/05_HSX_ChatGPT_Windows_App/inputs/project/REFERENCE_DATA.md,4626,d6bc3a92e2887a60980265d5bea9e18ae1a9064154a81be80d16dff497b272a4
P/01/05_HSX_ChatGPT_Windows_App/inputs/project/SOURCE_STANDARDS.md,2037,5dd208cdf55a46d740ba2d760bc9aae85c340c9cf38b7fb56bd42c1560bfaba0
P/01/05_HSX_ChatGPT_Windows_App/inputs/reference/2023_IEEE_SensorsLetters_HSX_GaN_Hall.pdf,1838044,e7a990d8215ab88dcd6801b782b6592f76b8cd1a92f28dc982644cab9311d716
P/01/05_HSX_ChatGPT_Windows_App/inputs/reference/PACKAGING_3D_ENVELOPE.md,7877,2c74fdd055a8764098a82fb9844bdce0236ccdae300d7d4cfdea7e48b2ebd272
P/01/05_HSX_ChatGPT_Windows_App/inputs/reference/PACKAGING_LCC02046.md,3928,e01563ab12d74a5edcb32d4b126f53777d3b57cd95fe6345e518adb0fd00e1f0
P/01/05_HSX_ChatGPT_Windows_App/inputs/reference/SPECS.md,6462,b7a6cc564cfde22fa38c14ff2d6a9298260da8e9a2956cb4ffc0d97f3febd8ee
