# PILOT SAMPLE — NOT FINAL. B40_portfolio PILOT attempt-1 claim-level source ledger. Rows map decision-critical claims to sources: this-run web opens (B40P-01), this-run failed opens disclosed (B40P-02), A30/B20/B25 opened primaries reused WITHOUT re-opening (reuse and original claim_id noted), and internal prerequisite-output evidence rows (url = repository-relative path, following B25's own SOURCES.csv precedent). Search snippets are discovery aids only, never evidence (SOURCE_POLICY).
claim_id,url,title,publisher,published_date,accessed_date,source_type,stage_file,confidence,limitation
B40P-11,https://developer.nvidia.com/blog/nvidia-800-v-hvdc-architecture-will-power-the-next-generation-of-ai-factories/,"NVIDIA 800 VDC Architecture Will Power the Next Generation of AI Factories",NVIDIA Developer Technical Blog,2025-05-20,2026-07-28,vendor_technical_blog_reused_open,"RANKING.csv (P3R2-C-01 main_risk/technical basis); DECISION.json (C-01 technical_proof 3)",medium-high,"Reused from B25 S-B25-03 (opened live in the B25 pilot; not re-opened). Vendor roadmap: 2027 full-scale 800VDC production is a plan, not an observed shipment; names protection/fault detection as an open innovation area and Eaton/Schneider/Vertiv as ecosystem partners."
B40P-12,https://webstore.iec.ch/en/publication/28936,"IEC 62477-1:2022 Safety requirements for power electronic converter systems — Part 1 (scope page)",International Electrotechnical Commission,2022-05-20,2026-07-28,standard_scope_page_reused_open,"RANKING.csv (P3R2-C-01 first_proof/regulation)",high (scope level only),"Reused from B25 S-B25-01 (opened live in the B25 pilot; not re-opened). Scope/abstract level only (<=1000VAC/1500VDC, so 800VDC in scope); full text never read; supports existence/scope, not any compliance judgment."
B40P-13,outputs/B15_lit_synth/attempt-1/EVIDENCE_MAP.csv (rows EV01/EV35; gaps G3/M3; paper P0008),"B15-adjudicated: traceable low-field calibration methodology exists as a single exemplar template; tesla-scale traceable calibration with harsh-candidate sensors is an under-published niche",B15_lit_synth accepted output,2026 (stage output),2026-07-28,prerequisite_output_literature,"RANKING.csv (P3R2-D-02/P3R2-C-05 phd_leverage/defensibility); DECISION.json",strong for the gap's existence within corpus bounds,"Corpus-bounded: absence from the 62-paper adjudicated ledger is not proof of world absence (B15 §7/LIT_POLICY). Method-authority defensibility scores lean on scarcity, so they carry this bound."
B40P-14,outputs/B15_lit_synth/attempt-1/EVIDENCE_MAP.csv (rows EV06/EV23; papers P0033/P0038),"B15-adjudicated: quench detection is weak-signal-under-EMI limited (<=9 mV signatures vs >100 mV residual EMI)",B15_lit_synth accepted output,2026 (stage output),2026-07-28,prerequisite_output_literature,"RANKING.csv (P3R2-D-01 phd_leverage); DECISION.json (D-01 bridge)",strong (multi-source primary, per B15 §7 'established'),"Establishes the problem class D-01's methodology bridge targets; does not establish demand maturity or any founder capability (B30 anti-inference guard applies)."
B40P-15,outputs/B15_lit_synth/attempt-1/EVIDENCE_MAP.csv (rows EV30/EV31),"B15-adjudicated: converter topology/control and WBG device/reliability engineering are loose analogy to Hall metrology — distinct disciplines the PhD does not evidence",B15_lit_synth accepted output,2026 (stage output),2026-07-28,prerequisite_output_literature,"RANKING.csv (C-01/C-07/D-10 phd_leverage cells); DECISION.json",strong (adjudication confirmed by B15 §4/§6.4),"The load-bearing negative adjudication behind every WEAK power-family phd_leverage score in this sample; read directly in LIT_REVIEW.md §4/§6 this run, not only as carried by B20/B25."
B40P-16,outputs/B15_lit_synth/attempt-1/EVIDENCE_MAP.csv (rows EV27/EV34; papers P0050/P0048/P0056),"B15-adjudicated: WBG switching-current metrology has quantified unmet requirements with AC-only demonstrated solutions; fused DC+AC sensing is a genuine cross-domain convergence",B15_lit_synth accepted output,2026 (stage output),2026-07-28,prerequisite_output_literature,"RANKING.csv (P3R2-C-01 phd_leverage sliver); DECISION.json (C-01 watch triggers)",strong for problem existence; moderate for solutions (EV27's own grading),"Basis of the C-01/ST01-C06P telemetry-sliver scoring; the sliver's founder-scale premise is untested until BR-G runs."
B40P-17,outputs/A30_verify/attempt-1/COMPARE.json; outputs/A30_verify/attempt-1/VERDICT.md; outputs/A30_verify/attempt-1/SOURCES.csv,"A30 three-way membership/ranks, SEM ledger (SEM-01..04), four verified disagreements (DIS-C05/C07/C09/D10), and the prioritized rerun list",A30_verify accepted output,2026-07-28 (stage output),2026-07-28,prerequisite_output,"RANKING.csv (origin column, all six rows); DECISION.json; PORTFOLIO.md §6",high (verified within A30's stated provenance limits),"Origin summaries are transcribed exactly; A20's provenance limits carried: old06 decision-layer authorship is CONTRADICTED provenance, and overlap is agreement evidence, not correctness proof."
B40P-18,outputs/B20_align/attempt-1/ALIGNMENT.csv; outputs/B20_align/attempt-1/ALIGNMENT.md §3,"B20 alignment classes (1 STRONG / 7 MEDIUM / 30 WEAK / 1 ADVERSE), mechanisms, founder-fit corrections 1-5, and per-idea falsifiers",B20_align accepted output,2026 (stage output),2026-07-28,prerequisite_output,"RANKING.csv (phd_leverage column, all rows); DECISION.json (phd_leverage criterion)",high,"phd_leverage scores transcribe B20's classes rather than re-deriving them; B20's own confidence labels (mostly medium/medium-high) are inherited in the 1.0 half-width bands."
B40P-19,outputs/B25_power/attempt-1/POWER_MAP.csv; outputs/B25_power/attempt-1/POWER.md §9,"B25 wedge verdict: W1 (DC-asset measurement/qualification authority), W2 (magnet-power measurement-chain/detection authority), explicit non-wedges (founder-led converter/breaker/relay/PSU/PPU/PMAD; D-10's regime)",B25_power accepted output,2026 (stage output),2026-07-28,prerequisite_output,"RANKING.csv (power_relevance column, all rows); DECISION.json (buckets)",high,"Wedges are bets on Element-1 execution (C06 gated by C04) per B25's own honesty bounds; power_relevance cells state wedge roles, not portfolio decisions."
B40P-20,outputs/B30_skills/attempt-1/BRIDGES.json; outputs/B30_skills/attempt-1/SKILLS.md,"B30 unified bridge ladder BR-A..BR-I with stop/continue gates; capability ground truth (5 demonstrated / 7 near-transfer / 3 missing / 5 collaborator rows); FT-02 and C04 as the two day-0 blocks",B30_skills accepted output,2026 (stage output),2026-07-28,prerequisite_output,"RANKING.csv (disposition + first_proof columns); DECISION.json (bridge_gates, dependencies)",high,"Every bridge disposition names only gates that exist in BRIDGES.json; no new experiment was invented by this stage."
B40P-21,outputs/B10_phd/attempt-1/OPT2.md; outputs/B10_phd/attempt-1/PHD_FACTS.json (claims C04/C06/C33/C34/C38/C42/C45/C49),"B10 founder constraints and critical path: C04 blocks calibration; G5 gate (~month 12) = accepted paper + real-die calibration; zero accepted publications (C49); OTL disclosure gates (C33/C34); international-student status (C42); module location undocumented (C45)",B10_phd accepted output,2026 (stage output),2026-07-28,prerequisite_output,"DECISION.json (founder_goal_fit and downside criteria; dependencies); PORTFOLIO.md §3/§5",high,"Folder-08-derived claims are pre-redteam within the corpus's own process (C40) — inherited and disclosed wherever estimator methodology enters a score."
